String,Probability Of Repetition,Execution Time (ns),Solutions Found,Method Cost
κηoΘ,0,131022,1,385
Δtin,0,248402,1,871
urKγ,0,686687,1,2284
Ω%ιΦ,0,911388,1,2665
u3VC,0,427465,1,1921
qOΣs,0,46947,1,154
6ΣCi,0,49674,1,169
a1jF,0,171493,1,649
#Vsk,0,878402,1,3506
2λpτ,0,271992,1,709
8oαy,0,348351,1,1111
Oo%x,0,259967,1,910
gBNP,0,215137,1,898
γαfI,0,50263,1,190
dbΣq,0,315859,1,1189
ληΛw,0,137542,1,454
VtΞψ,0,276303,1,1033
m@2Θ,0,83038,1,238
evFλ,0,404010,1,1495
VP5z,0,42867,1,95
kζφκ,0,551060,1,1993
ZΠγ#,0,604132,1,2152
e3Wd,0,981757,1,1132
l7NU,0,83316,1,259
υ%εξ,0,109948,1,337
K6Ψq,0,153880,1,652
zβεy,0,535029,1,2176
ΓYlb,0,63263,1,193
Z0Γf,0,188550,1,736
zΓyG,0,269244,1,685
VΣ81,0,102494,1,259
w!Θν,0,316145,1,1408
ΣLYα,0,106137,1,349
b7ΠΔ,0,36163,1,136
Kμn1,0,6941,1,4
LCθh,0,370715,1,1447
xcgE,0,295599,1,1072
ζθ1ψ,0,392047,1,1534
jιGo,0,88628,1,277
e5%W,0,183692,1,754
ι$Πi,0,48091,1,151
0BRΣ,0,87237,1,256
rqu5,0,182600,1,685
bΔΛκ,0,131971,1,394
Θλ8S,0,45353,1,106
Θω0l,0,518399,1,1924
ΞΛSg,0,611455,1,1639
PMτκ,0,24299,1,67
yi50,0,61880,1,193
Π$bΣ,0,215008,1,607
fPIj,0,126952,1,550
lp5K,0,450130,1,1861
it$6,0,183867,1,691
tMχH,0,134177,1,394
Oi@Z,0,266530,1,1030
S0Aζ,0,22041,1,67
HPfΨ,0,98745,1,349
ΦΠΨj,0,1357749,1,5396
0aφh,0,85301,1,247
@Pμτ,0,178283,1,775
λzκW,0,567875,1,1846
mπ#C,0,209680,1,805
EΠp$,0,284534,1,985
υn$χ,0,192439,1,700
DBja,0,305667,1,1141
TNζ7,0,287771,1,1033
o1wθ,0,367016,1,1615
ΔrΛs,0,169343,1,538
JBκn,0,918242,1,3338
XBgY,0,534951,1,2011
WdΦψ,0,382401,1,1297
νφeE,0,210042,1,859
UzΩ%,0,114704,1,328
6%h9,0,28808,1,76
k8Γy,0,1174695,1,4175
Δβ9K,0,825543,1,2947
αJiν,0,20190,1,61
χCμR,0,131814,1,448
δJYκ,0,39886,1,130
wΨμθ,0,4886141,1,1099
5!H4,0,140118,1,433
εΩKδ,0,69075,1,235
mGΞs,0,351360,1,1399
LVsP,0,78086,1,295
#μN9,0,99407,1,391
@fdv,0,429335,1,1633
νSmΘ,0,260140,1,826
λUC#,0,95280,1,313
ζgbυ,0,235866,1,805
πpr6,0,524169,1,1870
HΔηc,0,121108,1,358
TXδ1,0,179209,1,439
αDCk,0,134088,1,508
βtUλ,0,5729451,1,1735
RPκh,0,35851,1,106
ΠψUφ,0,116237,1,352
#lπδ,0,34700,1,46
kΔζΘ,0,283230,1,925
Uψνυ,0,72184,1,196
vYBh,0,531431,1,1837
e7υν,0,13519,1,28
ua1b,0,294495,1,1147
hoβB,0,224898,1,823
π@κφ,0,696492,1,2077
jKεF,0,307767,1,1051
φΦja,0,231594,1,904
azpr,0,218288,1,754
π1ωX,0,371356,1,1228
Sχji,0,38861,1,133
YΩWγ,0,84265,1,286
ΛLy@,0,420718,1,1612
IlVΦ,0,94047,1,322
HνΓφ,0,48234,1,205
Xηhg,0,52624,1,154
OΩV6,0,216885,1,898
zλTξ,0,157316,1,580
pDYW,0,446484,1,1618
UJVb,0,194911,1,721
SΛKg,0,9952,1,22
υπξ@,0,424940,1,1732
CsEY,0,256072,1,967
εbY3,0,132248,1,532
Mwζy,0,280275,1,1093
ΣχTζ,0,507537,1,1405
C9Γκ,0,187469,1,724
θΦgq,0,82170,1,256
Φ87α,0,164990,1,511
2θ9n,0,170523,1,727
ΞU1C,0,376838,1,1507
τuq!,0,496392,1,1789
7DιX,0,190512,1,688
SPy9,0,804205,1,2662
#uKm,0,167152,1,610
#Da3,0,10865,1,4
!wκC,0,556916,1,2083
ψ5κθ,0,575441,1,2113
δσ1o,0,51256,1,202
LF9Γ,0,146236,1,518
FHWX,0,680447,1,2407
ιdΠy,0,160222,1,592
dCΨΛ,0,395698,1,1768
πgdY,0,376459,1,1528
DMηk,0,256017,1,1060
ζ$mΣ,0,62214,1,274
wπ4σ,0,117503,1,454
NSFP,0,130262,1,538
Kμχi,0,322433,1,1318
Bυ6F,0,247101,1,943
FηaΩ,0,465758,1,1492
9εΔU,0,69612,1,157
Ca67,0,316348,1,1063
ξιtm,0,276477,1,1108
Φ8!$,0,772963,1,2872
3tn!,0,398701,1,1522
σμαχ,0,634998,1,2314
αkXI,0,26734,1,82
GMDb,0,339659,1,1381
j$dm,0,748002,1,2611
αικX,0,480865,1,1690
pΦβt,0,50627,1,115
τu4η,0,439733,1,1534
YepF,0,753297,1,2602
0FOυ,0,18930,1,31
2Iκλ,0,414875,1,1567
IjΨB,0,103513,1,325
φv8N,0,2303861,1,7281
FφΞΠ,0,176643,1,649
MDψμ,0,128121,1,562
HDXq,0,354396,1,475
νφκH,0,22622,1,43
βη$σ,0,154745,1,481
TJΛ7,0,65456,1,199
XkU@,0,310346,1,1105
3ΣA4,0,112574,1,364
s!yx,0,19478,1,34
SηaX,0,370388,1,1303
ΞjηB,0,183448,1,787
gΔCn,0,219944,1,862
LQμu,0,51720,1,211
pEsR,0,416834,1,1768
o7i0,0,136532,1,532
S0#f,0,343181,1,1453
θ3νf,0,51765,1,199
cpbA,0,283342,1,1105
N#yΣ,0,364290,1,1285
κgHb,0,94645,1,319
0#ηX,0,607796,1,2089
ZCxM,0,2343685,1,7761
J79j,0,337346,1,676
THhΠ,0,159196,1,622
fσFs,0,219670,1,946
ζπημ,0,134918,1,544
κΔw9,0,36721,1,124
πχxθ,0,158425,1,562
UZnV,0,90028,1,352
MθnW,0,963663,1,4127
Cφgτ,0,317840,1,1240
voQl,0,591562,1,2344
jxcu,0,13512,1,22
9bwz,0,81202,1,349
Ur%0,0,375258,1,1411
εusm,0,273165,1,904
hvR@,0,76008,1,211
λTZE,0,535265,1,1804
sL5z,0,373846,1,1315
y36λ,0,17122,1,49
γuqk,0,106046,1,397
!AδΩ,0,320397,1,1318
ω2λδ,0,17418,1,13
JX4d,0,31637,1,67
ζVes,0,87219,1,298
nV5σ,0,121145,1,484
ji$A,0,312655,1,583
aiυb,0,138014,1,526
Σ5VD,0,358397,1,1324
tIηΘ,0,64867,1,190
!ΩΛυ,0,269116,1,763
fbν$,0,268440,1,1010
yΔ7n,0,50021,1,223
ηKky,0,272546,1,1360
Eνm9,0,187021,1,1156
ηFκ$,0,839479,1,4508
L@wα,0,552658,1,2902
VW$A,0,164492,1,928
ZΔιB,0,214347,1,1174
bΨμT,0,595745,1,2014
eLnu,0,143702,1,322
iψSY,0,201227,1,1069
ωfψ8,0,312679,1,1804
β1UQ,0,26040,1,130
ΦEΞQ,0,125262,1,670
wξπo,0,160983,1,547
Δi4q,0,175153,1,781
8νqx,0,30331,1,79
tγMζ,0,236973,1,877
JiNl,0,419592,1,1132
υnYβ,0,113014,1,232
Uιa7,0,367984,1,1213
τΦsπ,0,360344,1,1348
9OΞb,0,20446,1,19
pC2a,0,917737,1,2782
kMGW,0,39628,1,112
σΛOυ,0,163171,1,538
hνχW,0,35170,1,118
Nmτλ,0,51032,1,205
θrυH,0,106109,1,403
ΓΠψ7,0,1353144,1,5234
dVYΞ,0,143088,1,526
ΞZCn,0,677695,1,2845
χm8r,0,310471,1,1180
6dxβ,0,753921,1,2842
Φmn5,0,251137,1,1009
nRδ6,0,53816,1,175
WΔBm,0,48655,1,85
υωv0,0,280884,1,1297
lPQV,0,528700,1,1696
ΔZzW,0,196592,1,652
3JBζ,0,792361,1,2929
υ$#X,0,88940,1,265
τtxΦ,0,241618,1,841
ΣμX7,0,265991,1,1141
S$lΔ,0,28363,1,67
gLif,0,39440,1,145
Bσυθ,0,132791,1,430
cζdξ,0,14401,1,22
O$sL,0,100012,1,469
9bSy,0,184167,1,673
ΣΛΩη,0,96352,1,343
δθφψ,0,401721,1,2026
δσIz,0,645591,1,3737
2lqμ,0,498073,1,2587
QRνC,0,159429,1,850
QλPW,0,566817,1,2323
eLKF,0,63972,1,346
tjOx,0,15172,1,76
τ!ν0,0,326881,1,1972
wΔ3λ,0,49809,1,271
Gtdτ,0,140366,1,880
7vθΠ,0,359118,1,2053
Ujo2,0,279354,1,1519
uY9T,0,400578,1,1522
7dκτ,0,122238,1,547
lJFM,0,142852,1,109
NΩ$e,0,236906,1,748
εiFa,0,196887,1,679
τfC%,0,589696,1,2089
nτν@,0,242868,1,997
t7ΠR,0,246134,1,1075
λζ6y,0,274221,1,1123
TΔDω,0,68161,1,223
CHin,0,300523,1,1000
ΨaσN,0,441559,1,1543
ζσJd,0,768285,1,2839
μδΔ5,0,153158,1,568
I3@O,0,293208,1,1117
γMKN,0,314580,1,1084
bTΘr,0,277002,1,1081
oΞχΓ,0,581001,1,2086
E3HD,0,121756,1,418
5χ#N,0,123605,1,388
elαt,0,131864,1,409
NΩqv,0,534026,1,1735
VuDY,0,392783,1,1576
ΞzνV,0,455584,1,1633
6#ω8,0,143752,1,562
αUgν,0,216400,1,757
ΞΨp8,0,234480,1,853
πΘF0,0,169835,1,487
nνΛ1,0,341067,1,1282
6cGΣ,0,316930,1,955
YπΔG,0,55623,1,136
Eδa1,0,256638,1,787
uIfX,0,780426,1,1948
4dΩγ,0,163334,1,544
dlΦΔ,0,207599,1,835
1ιPΔ,0,91645,1,367
DJξκ,0,8720,1,4
χqCn,0,131430,1,574
π8Rq,0,783143,1,3089
ΣωΛt,0,355936,1,1252
σmpu,0,183877,1,655
ZTσP,0,113277,1,430
ΓΣiZ,0,157145,1,571
9rMΠ,0,189880,1,673
υΦκH,0,30485,1,67
pχT%,0,2073293,1,8043
ζcvΨ,0,148710,1,482
%ΛQω,0,492273,1,1708
6WDδ,0,1547349,1,6069
ΘyxZ,0,16131,1,4
vpXυ,0,72649,1,178
T@ιx,0,84639,1,328
ηζπM,0,400183,1,1612
ελQy,0,303776,1,1219
U6δx,0,143897,1,571
IeΛθ,0,232690,1,928
hfιo,0,100774,1,379
#υγδ,0,250651,1,940
κ0td,0,26680,1,68
ζkΣ$,0,18938,1,22
yτcz,0,256210,1,901
τJΘY,0,22323,1,64
0UΦ7,0,46408,1,100
ΠKu!,0,482447,1,1948
si@V,0,31655,1,91
RζMι,0,513589,1,1858
WχΞE,0,219969,1,757
DzG%,0,421241,1,1693
Xc@G,0,327071,1,1384
S8βX,0,431833,1,1462
υΛn%,0,320032,1,1138
6MzΛ,0,1187887,1,2761
@!q6,0,695125,1,2473
SψsW,0,846368,1,3206
VC8@,0,28132,1,19
2qrC,0,460176,1,1702
AλZR,0,42758,1,127
5H39,0,37759,1,94
SN7b,0,14472,1,13
7SΣH,0,592081,1,2005
%Cφg,0,667652,1,2341
ΓgλF,0,631434,1,1573
pTμY,0,205787,1,859
#gPD,0,145480,1,517
MWAl,0,35402,1,136
εl#Q,0,253015,1,871
α8sR,0,231608,1,829
bΨtS,0,524411,1,1963
tzmα,0,424391,1,1462
ΦCVΘ,0,191423,1,652
9yZG,0,453512,1,1676
7%SΣ,0,207419,1,916
sXφ8,0,260707,1,1021
gCra,0,8890,1,7
719S,0,752905,1,2974
αTΞC,0,37323,1,127
δπGM,0,215557,1,763
GΠWj,0,285547,1,1321
dΔYμ,0,197752,1,985
ψκzM,0,881468,1,4292
kΓ93,0,236972,1,1321
PμIY,0,128994,1,361
Koι%,0,84433,1,442
Fkεl,0,142090,1,802
!2Gξ,0,58303,1,274
qιcκ,0,35512,1,256
RtΛd,0,95976,1,583
Dhγπ,0,658039,1,3593
dVαJ,0,159235,1,928
Rd5ξ,0,669221,1,3959
$Ξwh,0,126952,1,724
$ασY,0,180820,1,691
7χΩκ,0,451421,1,1738
QΨυN,0,169225,1,556
αjX7,0,113377,1,457
GzIσ,0,595630,1,2890
ιΓkΛ,0,124718,1,457
η7τr,0,987576,1,5464
νδd2,0,124097,1,433
ΣS1υ,0,246314,1,1246
βktC,0,147034,1,832
2$fτ,0,145431,1,907
τo5#,0,21175,1,91
Q%τΛ,0,119797,1,541
rυTΔ,0,1170729,1,6288
rvDκ,0,116436,1,586
Y7Pω,0,80782,1,295
QNΓδ,0,127981,1,469
6λυI,0,66140,1,211
6UαE,0,151363,1,889
@Hθ8,0,115819,1,391
Γ58ν,0,119971,1,634
μYνK,0,55867,1,265
ηε@G,0,251666,1,1438
5KσΦ,0,70672,1,301
αRωr,0,227166,1,1048
NηΛΞ,0,539526,1,2833
dsxt,0,133301,1,835
QDqε,0,91911,1,418
IU!β,0,141077,1,874
e@GB,0,17511,1,58
krag,0,497953,1,2272
δVψ%,0,717020,1,2164
mδζf,0,615175,1,2371
y!Jb,0,90091,1,238
ψΣν9,0,28988,1,7
Li$γ,0,688573,1,2500
eτωδ,0,257498,1,679
εHφh,0,429357,1,1624
πoΦQ,0,58058,1,163
MWlκ,0,9814,1,4
δE5ψ,0,62395,1,142
ηyLV,0,177926,1,574
Δ9Dc,0,232146,1,1027
qπvΨ,0,233298,1,1105
R1Γσ,0,20813,1,97
ν9φ$,0,44399,1,232
4ybυ,0,77607,1,337
yfhj,0,807554,1,2716
UCMu,0,124608,1,394
euφl,0,159612,1,565
AuΨS,0,253353,1,901
wVqξ,0,126162,1,592
2bAι,0,488187,1,1822
R1ξμ,0,68487,1,193
$!%f,0,384876,1,1588
pkηV,0,303589,1,670
@8!λ,0,216695,1,796
πH5Θ,0,45424,1,19
@7λσ,0,61486,1,244
@HM6,0,473259,1,1963
MAΩB,0,401024,1,1468
uzYη,0,177926,1,664
39ζi,0,308251,1,1258
bζfs,0,249032,1,964
Ψτir,0,356259,1,1300
ΨΔΩψ,0,114405,1,460
$%Γα,0,822006,1,3294
ζxυO,0,262676,1,970
θS78,0,95928,1,346
SOχ%,0,888684,1,3473
Fecu,0,545721,1,2215
xΠ07,0,619377,1,1945
ΦQRF,0,100588,1,325
ztCψ,0,77306,1,199
2γuT,0,56655,1,175
ΞIk5,0,288867,1,1105
cY@u,0,670740,1,2473
xκψ!,0,186271,1,784
Ψδdγ,0,434168,1,1738
χyt2,0,25101,1,40
κNHz,0,139735,1,526
βEΛj,0,88717,1,310
ιEΞ8,0,696173,1,2635
μm0ψ,0,186079,1,637
HΩφl,0,462470,1,1516
36ΛT,0,231522,1,856
ΔnmS,0,365565,1,1366
fDnj,0,70081,1,118
Neiu,0,337608,1,1300
ΩByi,0,79591,1,208
αεLd,0,12808,1,13
ΣcVC,0,229657,1,742
nωJx,0,114804,1,496
θγfE,0,315626,1,796
νtΞΣ,0,579570,1,1633
sIκF,0,1574023,1,5180
BfυJ,0,363874,1,1313
NΨwX,0,166287,1,604
ιSWζ,0,313644,1,1297
δoCφ,0,869175,1,3551
3Λsα,0,860443,1,3281
sDd0,0,224259,1,1240
σDφJ,0,166197,1,730
sξεA,0,288703,1,1651
ε53@,0,129371,1,757
εO1$,0,331188,1,1858
ηNπK,0,123960,1,676
Qα!ν,0,109718,1,634
Θεβ8,0,694910,1,3116
1IwT,0,65532,1,202
kνQr,0,577243,1,1987
9rW@,0,495498,1,1666
tFja,0,212952,1,724
2I0v,0,229532,1,790
E@Bε,0,323256,1,1279
3dΠι,0,699090,1,2881
qχuS,0,58380,1,184
1LQA,0,71450,1,301
ιΠvo,0,97229,1,199
gnh2,0,146721,1,523
gtφ$,0,316758,1,1192
νf#Ψ,0,564222,1,2248
dvxy,0,182057,1,1024
mcBh,0,85815,1,469
κμzQ,0,538610,1,3143
Ωd!Π,0,28327,1,139
nνhz,0,178889,1,736
gθξK,0,58032,1,187
βIUΔ,0,75347,1,364
ΩΘRM,0,194065,1,1036
PDoR,0,268987,1,1354
eζ4μ,0,65974,1,355
GφSζ,0,146182,1,991
lQΔD,0,22427,1,94
#3ωη,0,18213,1,121
YξΦ9,0,39189,1,205
ξNιG,0,195318,1,1066
aHFX,0,80145,1,373
βμ9ξ,0,48713,1,253
η7ζ0,0,105586,1,601
xΛαD,0,166470,1,943
p3ΔQ,0,260180,1,1039
2φxX,0,1442524,1,2446
ksAΦ,0,278504,1,943
IjoA,0,13887,1,19
ΓW$Θ,0,82081,1,289
RλS6,0,182921,1,514
At#y,0,517027,1,1519
ysSΔ,0,1165970,1,517
ζΦpυ,0,364673,1,1168
vπGX,0,84993,1,247
JνX7,0,154976,1,568
τψaD,0,1080644,1,2833
dNΣM,0,705589,1,2047
EkZη,0,955294,1,3617
IΨUP,0,50606,1,157
Z%aκ,0,167096,1,601
@uHΨ,0,26002,1,82
usAθ,0,627925,1,1990
O9K8,0,156176,1,436
DMμh,0,36549,1,115
sbPχ,0,22822,1,58
χΨCa,0,47342,1,163
eUJυ,0,1569269,1,2209
ΔNBk,0,704622,1,3527
kΨOV,0,65976,1,235
zθGF,0,175350,1,289
fνcA,0,996536,1,1423
αELζ,0,177268,1,775
μΘIσ,0,157034,1,595
!ιk0,0,129261,1,496
lθiv,0,67676,1,229
cYπn,0,10111,1,19
tdNb,0,824467,1,490
Ω8νσ,0,507582,1,3077
Σσ0e,0,296367,1,1024
VsTN,0,54788,1,193
θΨkν,0,135099,1,646
Zu2Ξ,0,131890,1,685
xΔμχ,0,818978,1,4232
dxio,0,410723,1,1297
γNξT,0,29198,1,85
02χ#,0,306814,1,757
rK8M,0,93296,1,148
ΓΛιW,0,29403,1,31
ΓιHO,0,220317,1,655
ηcξt,0,558542,1,2233
λSαr,0,432694,1,1426
ξφAj,0,391981,1,1264
Slωβ,0,148486,1,556
9!ΓB,0,491962,1,1756
φg7N,0,308186,1,1102
wO1σ,0,19154,1,55
xυJn,0,174468,1,964
ΠΣPF,0,437528,1,2554
rμPU,0,127507,1,469
YTeω,0,756720,1,2068
μ9X4,0,253963,1,847
cΓβx,0,593556,1,1744
DΠeS,0,675037,1,2890
jNλl,0,109391,1,439
MΛkκ,0,96436,1,436
xΔ9μ,0,84190,1,145
Γtεe,0,523120,1,2026
ξdΦe,0,106596,1,463
Uω%q,0,126487,1,358
ιDxL,0,66771,1,292
BeEq,0,379154,1,1441
θxYP,0,131231,1,514
zτp$,0,25289,1,64
%Ψ#u,0,120967,1,532
CΠWΔ,0,889211,1,3731
ιH@y,0,346096,1,1300
KζμD,0,261416,1,1063
HuWM,0,217868,1,814
Ψ9τZ,0,225634,1,916
τλID,0,921410,1,3245
ΞφI9,0,329667,1,1273
ΓβξΦ,0,100404,1,322
4θ#π,0,395254,1,1483
4M$x,0,20622,1,40
MTrπ,0,70268,1,211
rfZe,0,224545,1,868
URWμ,0,31587,1,82
0tp!,0,215164,1,778
NRθφ,0,453491,1,1621
YiZd,0,321293,1,1096
WΞ@n,0,916683,1,3146
νVZK,0,27365,1,52
FΨΣδ,0,64510,1,208
PEΩ%,0,197203,1,700
vI3U,0,270395,1,874
s!ξr,0,310640,1,1276
ΨEΛn,0,342589,1,820
γ@yd,0,161041,1,280
ftTη,0,197309,1,766
θQ6N,0,61275,1,262
ΛgλΘ,0,935376,1,3650
15αt,0,789487,1,3335
KεVG,0,925033,1,3821
Uyrα,0,522003,1,2122
CU$ν,0,75606,1,295
ΘAθJ,0,197065,1,493
RπUE,0,82739,1,307
13μλ,0,23321,1,49
σΛΣ%,0,417340,1,1531
H3β@,0,895705,1,244
L1lθ,0,311232,1,1231
μwΛe,0,17313,1,70
bTp4,0,443525,1,2467
Dχαq,0,164612,1,913
lOδX,0,29640,1,112
fhσ4,0,67412,1,322
YQΣX,0,8932,1,13
lm3E,0,346327,1,2080
Q4mW,0,30485,1,106
IiζZ,0,370871,1,1915
nXΓζ,0,250739,1,1375
GσdΔ,0,304481,1,1930
v8μy,0,447538,1,2605
vτε@,0,221948,1,862
εcJπ,0,276606,1,1126
Aθqζ,0,627735,1,2416
jcs6,0,199338,1,652
2MΓa,0,322218,1,1033
6CIl,0,246850,1,847
wR#b,0,465077,1,1702
OΨ9G,0,162631,1,514
κwζk,0,431131,1,1612
iqs#,0,24114,1,31
νυ0q,0,74899,1,187
Jδβ!,0,1080433,1,4169
νΓ5π,0,442253,1,1324
Ksζk,0,113351,1,400
δ#ΞO,0,417569,1,1375
RψpS,0,499086,1,1909
1N2ξ,0,260627,1,934
FBΠ!,0,1603806,1,5732
u%Θ2,0,317574,1,1102
υq%b,0,130271,1,376
0Δhb,0,360676,1,1312
GPνI,0,1112645,1,1324
ηtΩy,0,29460,1,64
VνΠv,0,171701,1,565
q@Θφ,0,368255,1,1246
PJT5,0,404025,1,1408
XΔPR,0,158422,1,643
TKr0,0,36941,1,91
vΓπs,0,317166,1,1126
cκΨk,0,87433,1,418
aYeε,0,799389,1,3155
oηFΘ,0,31322,1,88
αΩTβ,0,365276,1,1456
p1Gι,0,746377,1,2746
CDFH,0,124477,1,295
0hPN,0,339698,1,1291
Sihυ,0,206004,1,787
Ξp4s,0,221880,1,883
tEh@,0,177370,1,685
wp#ζ,0,618519,1,1756
zp2!,0,379916,1,1069
φ9fΦ,0,438323,1,1624
0qgZ,0,25658,1,46
ΨrfC,0,1010610,1,3752
ΔL2ψ,0,77412,1,214
ηγK3,0,15148,1,31
xσGg,0,148570,1,634
εwjδ,0,133420,1,448
9εnπ,0,176261,1,628
ΓUh5,0,187452,1,592
δ35b,0,620664,1,2473
lK4W,0,283447,1,1099
L9fd,0,685239,1,2557
μsMy,0,100836,1,238
hUmf,0,408112,1,1594
FHLp,0,786774,1,2899
κΞwa,0,226929,1,799
R0!z,0,79809,1,310
bjβΣ,0,92992,1,313
OjP0,0,250111,1,943
θiαT,0,492101,1,1813
η8Γu,0,102095,1,274
u%rn,0,117394,1,271
ΔkoX,0,473708,1,1552
εΘηz,0,205386,1,637
So4n,0,192646,1,682
pνΛγ,0,313415,1,1084
ζThα,0,130984,1,391
ξ%gμ,0,332543,1,1045
qyXσ,0,44409,1,229
6IQι,0,509977,1,2854
μ!γd,0,143572,1,889
ΛI!W,0,140918,1,796
RomK,0,75482,1,307
uυπl,0,19773,1,58
mIωμ,0,98656,1,574
UθFt,0,346487,1,2041
νμun,0,127966,1,709
gFiV,0,225087,1,1000
xdgτ,0,462512,1,1936
kF$D,0,108875,1,316
jMIχ,0,297145,1,961
kKνJ,0,71164,1,169
mδκα,0,709388,1,2491
5rυj,0,11445,1,7
PγfX,0,405205,1,1753
ζgΞx,0,254345,1,1099
yγE!,0,17074,1,19
Drdψ,0,478493,1,1708
AMEU,0,675700,1,2710
γVDδ,0,145825,1,461
1μEv,0,620974,1,1882
$Θπψ,0,132993,1,460
yIvQ,0,64767,1,196
νaιχ,0,216936,1,898
bθqξ,0,257553,1,1048
uαXy,0,50288,1,130
xν$Π,0,593413,1,2029
tγx@,0,122635,1,430
ΛτδP,0,691934,1,2674
ΨwuK,0,79891,1,337
δpXL,0,452907,1,1736
ΛΦDp,0,360665,1,1384
kbθω,0,358586,1,1486
υS1x,0,1411885,1,4799
CyΨP,0,261389,1,997
ZWξI,0,210358,1,346
εnqJ,0,405602,1,1696
zΔγK,0,141051,1,523
cn1D,0,1038386,1,3893
ψγ@e,0,139008,1,556
τυλβ,0,36321,1,100
APCk,0,1708001,1,6516
e6ζΓ,0,285701,1,1138
QFλN,0,30581,1,91
rφBE,0,121759,1,349
oNK8,0,426896,1,1540
7Bbτ,0,209282,1,655
Ω5χN,0,31643,1,79
qSΠν,0,222018,1,790
3c2τ,0,102044,1,352
λγωl,0,84446,1,292
9υZψ,0,332691,1,1243
8SFΛ,0,364669,1,1369
otεm,0,46624,1,106
φwΓL,0,950994,1,3563
κZxo,0,525726,1,1822
ΩΣνC,0,15490,1,4
σL#P,0,145491,1,598
σAzk,0,451873,1,1558
zλ8$,0,238518,1,727
νxGW,0,335187,1,1336
KwΔ9,0,754680,1,3962
%1B5,0,113208,1,772
nqrA,0,588128,1,3377
$Pψf,0,190521,1,1027
ki8μ,0,432440,1,2314
fDαK,0,665481,1,3654
ΓNt2,0,19966,1,58
πXgη,0,396038,1,1246
oJiυ,0,194501,1,478
Ψ%3O,0,114758,1,385
Iχκ!,0,641993,1,2332
NAUα,0,22143,1,70
I!νY,0,619126,1,2476
NενS,0,204505,1,586
LσZC,0,36090,1,103
gosB,0,174267,1,568
esκν,0,298208,1,1123
πMZk,0,59244,1,124
6YSs,0,194696,1,751
δHSj,0,343721,1,1360
ζσω3,0,653110,1,2425
M5xφ,0,214766,1,676
τ71J,0,618856,1,2269
3BιV,0,1424061,1,4286
ΔbJΓ,0,114637,1,253
κηOW,0,189094,1,541
ΣηHλ,0,153555,1,550
gc1s,0,208409,1,763
Yvrα,0,269519,1,973
x4ch,0,131419,1,469
AS6U,0,533301,1,2179
iqOΔ,0,330825,1,1258
EπaU,0,250762,1,970
mξωL,0,450903,1,1771
αNJS,0,163469,1,622
$ΘΔL,0,401560,1,1576
#PY1,0,7974,1,4
nD$u,0,328894,1,1288
4Knω,0,218236,1,847
rK7V,0,44265,1,142
ΛwRb,0,287361,1,1162
HN1M,0,515726,1,2086
ZbΘη,0,306274,1,1204
RM@δ,0,115048,1,493
vΠWη,0,939248,1,3509
ΠΞχd,0,455754,1,1657
VaφD,0,274813,1,850
THVd,0,159396,1,586
Ωhj5,0,530326,1,1807
ΠεZn,0,1270841,1,2083
ΔbeW,0,905837,1,3773
OλNΨ,0,115198,1,400
yζ6T,0,264198,1,949
oφEe,0,74515,1,232
kΦνZ,0,101338,1,400
6λΣζ,0,44444,1,115
YDM6,0,32599,1,91
CΦΔ7,0,320601,1,1099
Ψ2Γh,0,35942,1,76
kl$R,0,729663,1,2719
iC@L,0,193081,1,727
UHs8,0,219187,1,1150
χζΨV,0,114282,1,634
ΛrΘΓ,0,262619,1,1402
ιRξM,0,86657,1,499
!aαz,0,96549,1,502
δ0Σw,0,203976,1,1156
$ΘψZ,0,95998,1,577
!xjΘ,0,30135,1,139
Eζ!N,0,170568,1,988
ιUtΨ,0,168074,1,895
KV8χ,0,200312,1,1066
De2Ψ,0,14447,1,55
8RQr,0,151455,1,907
TξLZ,0,37447,1,163
KAηδ,0,164330,1,1000
Wdv$,0,154752,1,391
τΨΦE,0,197363,1,1087
qmνζ,0,167545,1,985
xWRφ,0,82528,1,445
2%zt,0,211120,1,1099
7xGB,0,196858,1,958
ZθTμ,0,445974,1,2209
QHSW,0,98970,1,379
KΞaM,0,11709,1,22
!ωFV,0,63046,1,286
QΠHJ,0,47195,1,232
TDV2,0,176099,1,1141
WYwΩ,0,262240,1,811
MO7$,0,389135,1,1339
6UXf,0,362283,1,1318
Ibπ5,0,102520,1,397
ΠβqD,0,520340,1,2101
pα5φ,0,129244,1,481
7λVδ,0,175775,1,634
2bμκ,0,14059,1,28
φwq1,0,142348,1,508
AKHF,0,605074,1,2221
mHθΔ,0,26134,1,79
ZOvB,0,390621,1,1159
τΦσχ,0,423210,1,1426
UλΛQ,0,69455,1,184
7sθ1,0,170984,1,598
OΦΘe,0,495796,1,1876
υhqj,0,729831,1,2545
εc0I,0,942978,1,3219
JΔhl,0,375990,1,1198
oNγΔ,0,143056,1,451
ενΞτ,0,1529013,1,4619
ηgkv,0,712015,1,2875
vGπE,0,375248,1,1390
μΣE5,0,338060,1,1078
pgO%,0,1062928,1,3521
β01S,0,183472,1,736
Θmγt,0,332691,1,1006
sxYl,0,190121,1,328
ld1Σ,0,175524,1,559
IΣ#7,0,656897,1,2338
νnUΩ,0,181836,1,631
YW!ω,0,795870,1,3326
ιΓPΣ,0,151033,1,367
ΘVζx,0,558675,1,1525
σγ9o,0,702382,1,2557
